Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
1,9,18,0,0,0,32,6,1896.0,2,9,311690.0,529450.0,-3.370235,54.652386,3,3,3,60.0,66.0,0.0,1,1,32,6,0,0,9,2,1
1,9,1,0,0,0,58,9,3564.0,1,6,531840.0,188940.0,-0.098513,51.583904,1,2,1,31.0,0.0,0.0,2,1,33,6,0,0,9,6,0
2,9,4,0,0,0,52,8,1997.0,2,6,564561.0,316639.0,0.435179,52.72237,36,3,1,407.0,47.0,0.0,1,1,40,7,0,0,9,3,1
1,9,5,0,0,0,30,6,2231.0,2,7,444266.0,521881.0,-1.316498,54.590189,17,2,1,245.0,0.0,0.0,2,1,32,6,0,0,2,1,1
1,9,12,0,0,0,85,11,1388.0,1,13,527590.0,178660.0,-0.163542,51.492497,1,2,1,12.0,0.0,0.0,1,1,85,11,0,0,9,10,1
2,9,9,0,0,0,40,7,995.0,1,2,392461.0,222664.0,-2.110983,51.902465,53,2,1,620.0,675.0,798.0,2,1,40,7,0,0,9,5,0
1,9,18,0,0,0,31,6,1796.0,1,10,570148.0,187689.0,0.453308,51.562413,42,2,3,450.0,176.0,0.0,1,3,15,3,0,0,9,1,0
2,9,18,0,0,0,28,6,1364.0,1,6,488265.0,182734.0,-0.728791,51.536619,43,2,3,474.0,7408.0,7408.0,2,1,34,6,0,0,9,4,1
2,9,18,0,0,0,40,7,3628.0,2,8,530660.0,172210.0,-0.121727,51.433833,1,2,1,9.0,0.0,0.0,1,1,59,9,0,0,1,2,0
1,9,18,0,0,0,34,6,1390.0,1,5,421647.0,505347.0,-1.6677240000000002,54.443072,12,3,2,184.0,1.0,1.0,1,2,19,4,0,0,9,5,1
1,9,18,0,0,0,38,7,1968.0,2,1,405190.0,289270.0,-1.924974,52.501308,20,1,1,300.0,41.0,0.0,1,1,81,11,1,1,0,1,0
1,9,11,0,10,10,21,5,1398.0,1,4,391460.0,303100.0,-2.127595,52.62559200000001,20,3,2,309.0,449.0,0.0,1,1,21,5,0,0,9,5,1
1,19,18,0,0,0,56,9,2179.0,2,12,357470.0,174587.0,-2.613667,51.468642,52,1,1,601.0,4018.0,0.0,1,1,22,5,5,1,0,9,0
2,9,18,0,0,0,35,6,1753.0,2,9,380599.0,206458.0,-2.282476,51.75647,53,2,1,624.0,4008.0,1189.0,2,1,35,6,0,0,9,6,1
1,9,9,0,0,0,42,7,1968.0,2,3,539826.0,211024.0,0.025514,51.780419,41,2,2,432.0,181.0,1571.0,2,2,61,9,0,0,5,1,1
2,9,18,0,0,0,67,10,1968.0,2,2,454912.0,229156.0,-1.202293,51.958186,43,2,1,481.0,43.0,4100.0,1,1,32,6,0,0,9,3,1
1,5,14,0,0,0,35,6,847.0,1,1,533180.0,173140.0,-0.085147,51.441604,1,1,1,8.0,205.0,0.0,1,1,14,3,5,2,0,8,0
1,9,9,0,0,0,56,9,1398.0,2,4,461532.0,378381.0,-1.0782120000000002,53.298819,31,2,2,341.0,0.0,0.0,1,1,56,9,0,0,9,5,1
1,9,18,0,0,0,54,8,2387.0,2,8,457914.0,235187.0,-1.1575950000000002,52.012099,34,3,1,385.0,43.0,43.0,2,1,31,6,0,0,1,4,0
2,9,18,0,10,0,33,6,1461.0,2,11,423218.0,540091.0,-1.6407650000000005,54.755233,11,2,1,169.0,154.0,0.0,2,1,33,6,0,0,9,8,1
1,9,3,0,0,0,49,8,1242.0,1,9,450265.0,534095.0,-1.221578,54.699383,17,2,2,240.0,179.0,1277.0,1,2,12,3,0,0,9,2,1
1,9,18,0,0,0,45,7,1389.0,1,17,456005.0,447783.0,-1.14868,53.923164,12,2,1,189.0,1237.0,0.0,1,1,45,7,0,0,9,3,1
3,9,18,0,1,0,51,8,2993.0,2,9,429722.0,487993.0,-1.544943,54.286709,12,3,6,181.0,1.0,0.0,3,5,48,8,0,0,9,4,0
2,9,18,0,0,0,18,4,1796.0,1,13,368582.0,90133.0,-2.446327,50.709975,55,3,2,645.0,0.0,0.0,3,2,43,7,0,0,9,6,0
1,9,18,0,0,0,45,7,1388.0,1,10,443018.0,419909.0,-1.350303,53.673889,13,2,1,206.0,645.0,6421.0,1,1,45,7,0,0,9,3,1
2,9,18,0,0,0,26,6,1596.0,1,12,418206.0,426864.0,-1.7254740000000002,53.737848,13,2,2,203.0,58.0,58.0,2,1,1,1,0,0,9,1,1
1,9,16,0,0,0,49,8,1390.0,1,7,617129.0,301921.0,1.2027,52.571746,36,2,2,405.0,177.0,0.0,2,2,27,6,0,0,9,4,1
1,9,18,0,0,0,64,9,1597.0,1,16,342397.0,391404.0,-2.868141,53.41628000000001,5,2,2,91.0,0.0,0.0,1,1,64,9,0,0,9,5,0
2,3,18,0,0,0,42,7,125.0,1,3,572420.0,216422.0,0.500239,51.819822,42,2,1,454.0,131.0,0.0,2,1,42,7,0,0,3,3,0
1,9,12,0,0,0,37,7,1360.0,1,13,352240.0,311350.0,-2.708158,52.697709,22,3,4,286.0,5.0,0.0,3,3,19,4,0,0,9,2,1
1,9,9,0,0,0,36,7,1388.0,1,17,575418.0,224900.0,0.547991,51.89504,42,2,2,451.0,0.0,0.0,2,2,27,6,0,0,9,3,1
1,3,13,0,0,0,19,4,124.0,1,1,431840.0,334800.0,-1.528003,52.90969200000001,30,4,1,323.0,38.0,0.0,1,1,19,4,0,0,3,9,0
2,9,18,0,0,0,79,11,1796.0,1,11,512330.0,178280.0,-0.383373,51.492316,1,2,3,25.0,0.0,0.0,1,2,12,3,0,0,9,2,0
2,19,18,0,0,0,41,7,1598.0,2,1,402670.0,290220.0,-1.96209,52.509866,20,2,2,305.0,41.0,0.0,2,2,41,7,0,0,19,9,0
2,9,18,0,0,0,31,6,998.0,1,11,456693.0,342796.0,-1.157092,52.97952,31,2,2,346.0,611.0,0.0,2,2,31,6,0,0,9,6,1
1,9,18,0,0,0,26,6,1997.0,2,14,249036.0,54558.0,-4.124247,50.371502,50,2,2,583.0,0.0,0.0,2,1,48,8,0,0,9,4,0
1,9,9,0,0,0,34,6,1598.0,1,2,462762.0,304654.0,-1.074026,52.636015,33,2,1,364.0,2218.0,1444.0,2,1,60,9,0,0,1,6,1
2,9,4,0,0,0,22,5,1364.0,1,6,411810.0,419745.0,-1.822706,53.674044,13,2,7,202.0,62.0,0.0,1,1,44,7,0,0,9,3,1
2,9,18,0,0,0,35,6,1998.0,1,12,412070.0,285300.0,-1.823766,52.46551,20,3,2,300.0,0.0,0.0,2,1,35,6,0,0,9,2,1
1,9,18,0,0,0,57,9,1560.0,2,1,460960.0,301902.0,-1.101157,52.61148299999999,33,2,1,364.0,6.0,0.0,2,1,67,10,0,0,9,8,1
2,9,17,0,0,0,21,5,1242.0,1,1,398685.0,309645.0,-2.020889,52.684496,21,2,1,250.0,50.0,0.0,2,1,21,5,0,0,9,2,1
3,9,18,0,0,0,43,7,1991.0,2,10,332300.0,550550.0,-3.055792,54.845162,3,4,2,60.0,595.0,0.0,1,1,22,5,0,0,9,7,0
1,9,9,0,0,0,40,7,1240.0,1,12,549420.0,258580.0,0.185191,52.205195,35,2,6,395.0,233.0,234.0,1,6,13,3,0,0,9,7,1
2,9,7,0,0,0,18,4,1199.0,1,11,421108.0,328892.0,-1.687959,52.85711,21,2,3,251.0,509.0,91.0,2,3,19,4,0,0,9,9,1
1,9,9,0,0,0,63,9,2926.0,2,12,348790.0,443080.0,-2.780497,53.881371,4,2,1,85.0,6.0,586.0,2,1,65,9,0,0,9,8,1
1,9,18,0,0,0,25,5,1910.0,2,7,390520.0,412480.0,-2.144753,53.608788,6,2,1,106.0,0.0,0.0,2,1,43,7,0,0,9,2,0
2,9,18,0,0,0,29,6,1596.0,1,8,463018.0,176148.0,-1.093917,51.480787,43,2,3,471.0,7141.0,0.0,2,2,29,6,0,0,9,5,1
1,9,18,0,0,0,32,6,1796.0,1,12,390210.0,405050.0,-2.149202,53.542,6,2,1,104.0,663.0,0.0,2,1,43,7,0,0,9,9,1
1,8,18,0,0,0,61,9,2402.0,2,13,341536.0,391806.0,-2.881168,53.419798,5,1,1,91.0,0.0,57.0,1,1,78,11,0,0,8,1,0
2,3,18,0,10,0,20,4,125.0,1,3,518170.0,182680.0,-0.297818,51.530672,1,2,1,27.0,40.0,0.0,2,1,20,4,0,0,3,4,0
1,9,17,0,0,0,32,6,1796.0,1,11,514909.0,434335.0,-0.257099,53.792649,16,2,1,231.0,165.0,0.0,1,1,32,6,0,0,9,3,1
1,9,5,0,0,0,74,10,1461.0,2,2,355544.0,91686.0,-2.631158,50.723086,55,2,2,645.0,35.0,0.0,1,2,71,10,0,0,9,6,0
2,9,9,0,0,0,38,7,1461.0,2,13,552630.0,175290.0,0.195427,51.456019,1,2,1,18.0,0.0,2186.0,1,1,54,8,0,0,3,10,1
2,9,3,0,0,0,20,4,1560.0,2,5,374126.0,368635.0,-2.38891,53.214138,7,2,4,129.0,6.0,0.0,2,3,18,4,0,0,9,10,0
1,8,18,0,0,0,44,7,1896.0,2,6,524270.0,184910.0,-0.209137,51.549405,1,2,3,28.0,0.0,0.0,1,1,44,7,0,0,8,3,0
3,9,18,0,0,0,17,4,1043.0,1,21,448135.0,344496.0,-1.284286,52.995636,31,3,4,342.0,6096.0,0.0,2,3,39,7,0,0,19,3,1
3,9,18,0,0,0,43,7,1364.0,1,6,447627.0,519249.0,-1.264916,54.566233,17,3,2,243.0,6541.0,0.0,2,1,50,8,0,0,9,7,1
2,9,18,0,0,0,37,7,1598.0,2,3,392920.0,284480.0,-2.105623,52.458222,20,2,3,303.0,458.0,0.0,1,1,17,4,0,0,9,6,1
2,9,8,0,0,0,49,8,998.0,1,3,498627.0,179796.0,-0.58026,51.508497,43,2,2,473.0,4.0,412.0,2,2,49,8,0,0,9,4,1
1,9,17,0,0,0,19,4,1086.0,1,10,359084.0,163581.0,-2.589159,51.369805,52,1,1,611.0,3130.0,0.0,1,1,19,4,0,0,9,7,1
1,9,11,0,0,0,29,6,1560.0,2,1,547810.0,207394.0,0.139622,51.745754,42,2,1,456.0,11.0,0.0,2,1,27,6,0,0,9,7,1
1,9,16,0,0,0,32,6,998.0,1,3,397959.0,563383.0,-2.033409,54.96507,10,2,3,139.0,6307.0,0.0,2,3,43,7,0,0,9,3,1
1,9,9,0,0,0,73,10,1198.0,1,5,528350.0,193240.0,-0.147284,51.623351,1,2,2,30.0,0.0,0.0,1,1,73,10,0,0,9,7,1
1,9,9,0,0,0,29,6,1598.0,1,5,431933.0,557594.0,-1.503432,54.91204000000001,10,2,1,150.0,1290.0,1290.0,2,1,79,11,0,0,1,6,1
1,9,18,0,0,0,27,6,1598.0,2,2,417779.0,430615.0,-1.731732,53.771576,13,2,2,200.0,6177.0,0.0,2,1,25,5,0,0,5,3,0
2,8,9,0,0,0,50,8,2499.0,2,1,531560.0,181560.0,-0.105309,51.517649,48,2,1,570.0,201.0,0.0,1,1,25,5,0,0,1,3,0
2,9,4,0,0,0,35,6,2993.0,2,12,523950.0,175000.0,-0.217229,51.460413,1,2,1,10.0,219.0,0.0,2,1,35,6,0,0,9,4,0
2,9,9,0,0,0,43,7,1968.0,2,3,530770.0,181570.0,-0.116684,51.517922,1,2,1,2.0,40.0,0.0,1,1,53,8,0,0,3,5,0
1,9,9,0,0,0,30,6,2496.0,2,12,449868.0,402341.0,-1.249425,53.515389,14,2,2,211.0,0.0,0.0,1,1,30,6,0,0,9,1,1
2,9,18,0,0,0,23,5,1242.0,1,8,426796.0,566733.0,-1.582708,54.994464,10,2,3,147.0,1259.0,1259.0,1,3,13,3,0,0,9,1,1
2,8,7,0,0,0,30,6,1339.0,8,5,527380.0,181790.0,-0.165436,51.520673,1,2,1,1.0,501.0,501.0,1,1,24,5,0,0,5,3,0
2,9,18,0,0,10,17,4,1766.0,1,27,428105.0,299132.0,-1.586583,52.589269,23,2,3,290.0,5.0,0.0,2,2,17,4,0,0,9,1,0
2,9,9,0,0,0,69,10,1794.0,1,7,424345.0,429253.0,-1.63222,53.759071,13,3,1,204.0,0.0,0.0,1,1,83,11,0,0,9,8,0
2,9,18,0,0,0,50,8,1868.0,2,15,355080.0,425080.0,-2.682189,53.720183,4,2,3,83.0,582.0,5254.0,1,1,68,10,0,0,9,3,0
3,9,2,0,0,0,26,6,1461.0,2,6,333810.0,427670.0,-3.005021,53.74119,4,3,2,74.0,0.0,0.0,2,2,42,7,0,0,9,7,0
2,9,18,0,0,0,55,8,1229.0,1,8,494274.0,370199.0,-0.589495,53.220489,32,3,2,352.0,1378.0,0.0,2,1,55,8,0,0,9,6,1
1,9,5,0,0,0,42,7,1362.0,1,3,533640.0,181950.0,-0.075202,51.520666,1,2,1,5.0,0.0,1202.0,2,1,45,7,0,0,1,2,0
2,9,13,0,0,0,47,8,1242.0,1,4,446568.0,231635.0,-1.323375,51.981232,43,2,1,481.0,4260.0,0.0,2,1,47,8,0,0,9,9,1
2,9,18,0,0,0,19,4,1248.0,2,6,541390.0,259430.0,0.06812,52.214949,35,6,1,395.0,1303.0,0.0,4,1,45,7,0,0,19,10,1
1,9,18,0,0,0,28,6,1360.0,1,6,424611.0,566831.0,-1.616851,54.995456,10,2,3,147.0,189.0,1318.0,2,2,19,4,0,0,9,4,1
1,9,3,0,0,0,43,7,1997.0,1,8,514200.0,188360.0,-0.353182,51.582538,1,3,3,29.0,404.0,0.0,2,3,41,7,0,0,9,8,1
1,9,10,0,0,0,48,8,2400.0,2,2,418665.0,414426.0,-1.719259,53.626039,13,2,1,203.0,629.0,0.0,2,1,21,5,0,0,3,3,1
1,9,16,0,0,0,33,6,1587.0,1,12,411143.0,95560.0,-1.843385,50.759529,55,2,2,640.0,0.0,0.0,2,2,2,1,0,0,9,5,1
2,9,18,0,0,0,58,9,998.0,1,10,424354.0,241812.0,-1.6460830000000002,52.074141,23,2,2,293.0,429.0,0.0,1,1,48,8,0,0,9,8,0
1,9,13,0,0,0,30,6,1998.0,1,10,504688.0,249307.0,-0.471967,52.13216,40,4,3,420.0,5141.0,0.0,4,2,46,8,0,0,9,3,0
1,9,5,0,0,0,21,5,1149.0,1,17,382731.0,276425.0,-2.255153,52.385579,22,4,1,278.0,0.0,0.0,2,1,38,7,0,0,9,7,0
2,9,18,0,0,0,24,5,1360.0,1,8,570309.0,189795.0,0.456648,51.581283,42,2,1,450.0,1235.0,0.0,2,1,24,5,0,0,9,5,1
4,9,9,0,0,0,48,8,1248.0,2,5,337617.0,397281.0,-2.941216,53.468553,5,4,7,91.0,0.0,506.0,1,7,24,5,0,0,9,3,1
1,98,9,0,0,0,46,8,2496.0,2,17,413701.0,291106.0,-1.799523,52.517667,20,2,2,300.0,452.0,0.0,2,2,54,8,0,0,9,1,0
1,9,6,8,0,0,35,6,1598.0,1,4,491153.0,309209.0,-0.653353,52.672932,33,2,3,368.0,606.0,0.0,1,2,41,7,0,0,9,1,1
1,9,9,0,0,0,50,8,2179.0,2,10,455290.0,363751.0,-1.174391,53.168013,31,2,1,344.0,0.0,0.0,2,1,31,6,0,0,9,3,0
2,9,3,0,0,0,52,8,1896.0,2,15,435750.0,282900.0,-1.475481,52.442903,20,2,3,302.0,0.0,0.0,2,2,32,6,0,0,9,2,1
1,9,18,0,0,0,50,8,1248.0,1,6,383008.0,216801.0,-2.2480860000000003,51.849542,53,2,1,623.0,1523.0,1523.0,2,1,23,5,0,0,1,9,1
2,5,18,0,0,0,31,6,645.0,1,15,353690.0,171171.0,-2.6676330000000004,51.437631,52,2,2,605.0,3128.0,0.0,1,1,83,11,0,0,9,9,0
1,9,18,0,0,0,34,6,1560.0,2,4,484089.0,241826.0,-0.77467,52.068431,43,2,1,479.0,140.0,0.0,2,1,27,6,0,0,9,5,1
1,9,18,0,0,0,22,5,1997.0,2,5,522168.0,233700.0,-0.222293,51.988328,41,2,1,433.0,646.0,786.0,1,1,18,4,0,0,9,7,0
1,19,9,0,0,0,46,8,2143.0,2,2,383510.0,432750.0,-2.251786,53.7908,4,1,1,72.0,0.0,0.0,1,1,23,5,5,3,0,1,0
2,9,18,0,0,0,60,9,2495.0,2,9,339880.0,515310.0,-2.930496,54.529484,3,2,1,64.0,592.0,0.0,1,1,50,8,0,0,4,8,0
1,9,16,0,0,0,25,5,1328.0,1,10,277727.0,125362.0,-3.744462,51.014599,50,1,1,582.0,3227.0,0.0,1,1,25,5,0,0,9,5,0
1,9,9,0,0,0,25,5,1753.0,2,8,525070.0,186510.0,-0.197037,51.563607,1,2,1,30.0,598.0,0.0,2,1,22,5,0,0,3,9,0
2,9,18,0,0,0,43,7,1998.0,1,1,356800.0,424870.0,-2.656097,53.718442,4,2,1,83.0,6.0,6.0,2,1,43,7,0,0,9,10,1
2,9,4,0,0,0,50,8,3189.0,1,8,563722.0,318561.0,0.4237260000000001,52.739887,36,4,2,407.0,149.0,0.0,4,2,8,2,0,0,9,3,0
1,9,18,0,0,0,60,9,1360.0,1,9,367850.0,429630.0,-2.489158,53.762023,4,2,3,70.0,542.0,0.0,1,1,60,9,0,0,9,2,0
3,9,18,0,0,0,29,6,1910.0,2,8,360384.0,390729.0,-2.597449,53.411874,7,3,1,128.0,49.0,0.0,1,1,8,2,0,0,9,2,1
5,9,16,0,0,0,19,4,1198.0,1,3,389512.0,327379.0,-2.157157,52.843814,21,5,2,255.0,6.0,0.0,2,1,29,6,0,0,9,7,0
1,9,17,0,0,10,28,6,2435.0,1,13,504107.0,371992.0,-0.441696,53.234766,32,2,2,356.0,4.0,0.0,2,2,17,4,0,0,9,5,0
2,9,4,0,0,0,22,5,1596.0,1,10,442360.0,379080.0,-1.365759,53.306977,30,3,2,327.0,6052.0,0.0,2,2,22,5,0,0,9,5,0
2,9,18,0,0,0,40,7,3490.0,1,13,426766.0,438353.0,-1.5947129999999998,53.840741,13,2,2,204.0,660.0,0.0,2,2,40,7,0,0,9,10,0
2,9,2,6,0,0,50,8,1997.0,2,13,388040.0,413970.0,-2.182292,53.622129,6,3,2,106.0,680.0,0.0,2,1,50,8,0,0,9,1,1
1,9,18,0,0,0,57,9,1796.0,1,7,348453.0,171632.0,-2.743037,51.441323,52,2,1,605.0,3130.0,0.0,1,1,57,9,0,0,9,7,0
1,9,18,0,0,0,68,10,2000.0,1,19,594787.0,186605.0,0.8077409999999999,51.544714,42,2,2,459.0,0.0,0.0,2,2,54,8,0,0,9,5,0
1,9,18,0,4,0,23,5,1248.0,2,8,382276.0,147858.0,-2.255218,51.229631,54,4,1,635.0,3098.0,0.0,1,1,23,5,0,0,9,6,1
4,9,3,0,0,0,25,5,1968.0,2,4,423491.0,180177.0,-1.662829,51.520028,54,5,4,633.0,4.0,0.0,1,3,52,8,0,0,9,9,0
1,9,18,0,0,0,30,6,1390.0,1,7,538360.0,187980.0,-0.004845,51.573716,1,2,4,13.0,0.0,0.0,1,1,30,6,0,0,9,2,0
1,9,7,0,0,0,38,7,1796.0,1,14,519410.0,182240.0,-0.280099,51.526457,1,2,1,27.0,0.0,0.0,1,1,38,7,0,0,9,8,1
1,9,6,0,0,0,53,8,1560.0,2,5,431261.0,435015.0,-1.526741,53.81049,13,2,1,204.0,58.0,0.0,2,1,31,6,0,0,3,2,0
2,9,3,0,0,0,44,7,1896.0,2,12,389870.0,413780.0,-2.154619,53.620461,6,2,2,106.0,58.0,671.0,2,1,36,7,0,0,9,4,0
1,19,2,0,0,0,41,7,2198.0,2,2,525020.0,177330.0,-0.201012,51.481118,1,2,1,11.0,0.0,0.0,2,1,39,7,0,0,1,9,0
4,9,5,0,0,0,53,8,1990.0,1,9,458639.0,455446.0,-1.107106,53.991738,12,5,1,189.0,417.0,1237.0,2,1,45,7,0,0,9,7,1
1,9,18,0,0,6,47,8,3498.0,1,5,414630.0,142119.0,-1.792089,51.178121,54,1,1,635.0,303.0,0.0,1,1,47,8,0,0,9,7,1
2,9,18,0,0,0,71,10,3993.0,1,2,527220.0,182780.0,-0.167383,51.529606,1,2,1,1.0,41.0,0.0,1,1,38,7,0,0,1,5,1
1,9,18,0,11,4,21,5,1598.0,1,10,493659.0,324000.0,-0.6120869999999999,52.80543100000001,32,2,3,355.0,1.0,0.0,2,3,58,9,0,0,9,7,1
2,9,2,0,0,0,62,9,1332.0,1,7,431832.0,568509.0,-1.503801,55.010127,10,2,1,148.0,216.0,2058.0,2,1,62,9,0,0,9,2,1
2,9,3,0,0,0,41,7,1560.0,2,1,393834.0,321699.0,-2.092879,52.792822,21,2,1,255.0,34.0,0.0,2,1,41,7,0,0,9,9,1
2,9,9,0,0,0,43,7,999.0,1,2,517160.0,192340.0,-0.309153,51.617701,1,2,2,29.0,410.0,0.0,2,2,18,4,0,0,9,3,1
1,9,18,0,0,0,45,7,1598.0,1,11,439427.0,394238.0,-1.407887,53.44344399999999,14,2,1,213.0,629.0,0.0,1,1,45,7,0,0,9,8,1
2,9,16,0,0,0,28,6,1389.0,1,13,516098.0,205396.0,-0.320149,51.73526,41,2,2,434.0,5378.0,0.0,1,1,50,8,0,0,5,8,1
1,9,9,0,0,0,42,7,2179.0,2,8,347200.0,241450.0,-2.771692,52.068889,22,2,1,285.0,438.0,0.0,1,1,51,8,0,0,9,7,0
1,9,9,0,0,0,36,7,1796.0,1,12,539170.0,182350.0,0.00461,51.522926,1,2,2,17.0,1011.0,1011.0,2,2,18,4,0,0,5,3,0
2,9,3,0,0,0,35,6,2477.0,2,10,486777.0,242664.0,-0.7352529999999999,52.07555,43,2,3,479.0,1.0,0.0,2,1,35,6,0,0,9,2,0
1,9,9,0,0,0,52,8,1597.0,2,1,420500.0,93401.0,-1.710846,50.739861,55,2,2,641.0,337.0,170.0,2,1,70,10,0,0,8,6,0
2,9,18,0,0,0,47,8,1461.0,2,1,435928.0,390355.0,-1.461003,53.408793,14,3,3,215.0,6102.0,0.0,1,1,73,10,0,0,9,5,1
2,9,4,0,0,0,44,7,1598.0,1,8,542630.0,185860.0,0.05587,51.553603,1,2,1,17.0,118.0,0.0,2,1,44,7,0,0,9,4,1
3,9,18,0,0,0,36,7,1796.0,1,11,465656.0,352118.0,-1.021728,53.062284,31,3,6,345.0,6386.0,0.0,1,1,24,5,0,0,9,7,1
1,9,18,0,4,0,17,4,1396.0,1,14,436280.0,280480.0,-1.467946,52.421114,20,2,2,302.0,0.0,0.0,2,1,50,8,0,0,9,5,0
2,9,3,0,0,0,52,8,1968.0,2,1,250307.0,62101.0,-4.109395,50.439616,50,2,3,583.0,386.0,0.0,2,2,52,8,0,0,9,6,1
1,2,18,0,4,0,17,4,49.0,1,6,445182.0,399288.0,-1.320526,53.488372,14,2,1,213.0,6022.0,0.0,1,1,17,4,0,0,2,3,0
2,9,2,0,0,0,63,9,1749.0,1,14,418220.0,282930.0,-1.733372,52.444035,20,2,1,306.0,45.0,0.0,1,1,23,5,0,0,19,8,1
1,9,18,0,0,0,78,11,1368.0,1,8,403595.0,180611.0,-1.949575,51.524403,54,3,3,635.0,3102.0,76.0,2,2,52,8,0,0,21,6,1
1,9,3,0,0,0,28,6,2993.0,2,1,529830.0,176270.0,-0.132172,51.470509,1,2,1,9.0,0.0,0.0,2,1,23,5,0,0,9,2,0
1,9,18,0,0,0,35,6,1796.0,1,7,490138.0,510140.0,-0.610388,54.478619,12,2,1,186.0,171.0,192.0,1,1,35,6,0,0,9,4,1
1,9,4,0,0,0,33,6,799.0,2,4,529650.0,187190.0,-0.130749,51.568685,1,2,1,3.0,0.0,0.0,2,1,42,7,0,0,1,4,0
1,9,9,0,0,0,41,7,1390.0,1,13,580357.0,189715.0,0.601472,51.577441,42,2,2,453.0,0.0,127.0,1,1,41,7,0,0,9,8,1
1,9,18,0,0,0,23,5,1124.0,1,14,516000.0,188460.0,-0.327182,51.58307,1,2,2,29.0,0.0,0.0,1,2,24,5,0,0,9,3,0
2,19,18,0,0,0,34,6,2198.0,2,1,303767.0,140930.0,-3.377526,51.1595,52,2,2,609.0,39.0,0.0,1,1,37,7,0,0,19,10,1
1,9,5,0,0,0,52,8,1956.0,2,3,419730.0,562384.0,-1.693446,54.955712,10,2,1,146.0,694.0,6317.0,2,1,54,8,0,0,9,3,0
1,9,4,0,4,0,23,5,1598.0,2,2,412155.0,548689.0,-1.812301,54.832885,11,3,2,169.0,0.0,0.0,3,1,59,9,0,0,9,6,0
1,9,7,0,0,0,64,9,1197.0,1,1,369120.0,236170.0,-2.451445,52.023081,22,2,3,285.0,449.0,0.0,2,2,64,9,0,0,21,1,1
1,9,9,0,0,0,62,9,1242.0,1,10,376980.0,400600.0,-2.348512,53.501586,6,2,2,107.0,5231.0,0.0,1,2,62,9,0,0,9,5,1
2,9,18,0,0,0,49,8,1598.0,2,2,411550.0,289660.0,-1.831271,52.504718,20,2,1,300.0,47.0,4040.0,2,1,49,8,0,0,9,8,1
1,9,18,0,0,0,83,11,1341.0,1,10,524310.0,233426.0,-0.191215,51.985391,41,2,1,433.0,331.0,303.0,1,1,83,11,0,0,9,5,1
1,9,3,0,0,0,38,7,1598.0,1,7,415543.0,188394.0,-1.777018,51.594182,54,3,1,633.0,4311.0,0.0,3,1,40,7,0,0,5,8,1
1,9,3,0,0,0,34,6,1595.0,2,5,400640.0,297450.0,-1.991988,52.574868,20,2,4,307.0,0.0,0.0,1,4,37,7,0,0,9,4,1
2,9,18,0,0,2,33,6,1598.0,1,9,591349.0,185202.0,0.75746,51.533289,42,2,1,460.0,0.0,0.0,1,1,70,10,0,0,9,4,1
4,9,2,0,4,0,56,9,1560.0,2,10,293373.0,92517.0,-3.511922,50.722463,50,5,1,581.0,3183.0,0.0,1,1,46,8,0,0,9,7,0
1,9,9,0,0,0,43,7,998.0,1,1,510160.0,179750.0,-0.414158,51.505955,1,1,1,26.0,0.0,0.0,1,1,48,8,5,1,0,3,1
2,9,4,0,0,0,38,7,1242.0,1,10,453683.0,303892.0,-1.208291,52.630137,33,2,1,360.0,5380.0,1613.0,1,1,46,8,0,0,9,10,1
1,9,4,0,0,0,73,10,1999.0,1,6,389295.0,232675.0,-2.157314,51.992419,53,1,1,625.0,438.0,38.0,1,1,5,1,5,1,0,6,1
1,3,4,0,0,0,22,5,124.0,1,5,565215.0,322516.0,0.447811,52.77495500000001,36,2,1,407.0,148.0,0.0,1,1,22,5,0,0,3,4,0
1,5,18,0,0,0,26,6,649.0,1,4,357113.0,365403.0,-2.643224,53.183984,7,2,1,130.0,49.0,5152.0,1,1,26,6,0,0,5,4,0
1,9,17,0,10,11,57,9,1242.0,1,6,389815.0,423826.0,-2.155784,53.710754,13,1,1,202.0,681.0,0.0,1,1,57,9,0,0,9,4,1
1,9,9,0,0,0,32,6,1242.0,1,13,623597.0,246095.0,1.260901,52.068064,37,3,3,415.0,1214.0,0.0,3,3,33,6,0,0,9,7,0
1,97,18,0,0,0,27,6,49.0,1,8,523879.0,411461.0,-0.130135,53.585109,16,2,1,233.0,0.0,0.0,1,1,27,6,0,0,97,1,0
3,9,18,0,0,0,22,5,1598.0,2,4,208859.0,53493.0,-4.688093,50.35025,50,3,2,596.0,0.0,0.0,3,2,22,5,0,0,9,5,1
1,9,9,0,0,0,54,8,1995.0,2,4,488478.0,240133.0,-0.711096,52.052531,43,3,3,479.0,9011.0,1158.0,2,3,22,5,0,0,9,9,1
