age,number_of_juvenile_fellonies,decile_score,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,violence_decile_score,label
37,3,10,0,0,12,-1,254,9,0
40,0,1,0,0,1,-65,65,1,0
23,0,4,0,0,0,0,46,5,0
34,0,7,0,0,19,-76,76,6,1
27,0,9,0,1,5,-1,157,5,1
50,0,1,0,0,1,-1,1,1,0
22,0,5,1,2,1,-1,3,7,0
34,0,1,0,0,1,0,23,2,0
56,0,1,0,0,1,98,9,2,0
21,0,4,0,0,0,0,0,5,0
45,0,1,0,0,1,-1,1,1,0
30,0,9,0,0,1,0,0,7,0
61,0,1,0,0,0,0,6,1,0
27,0,3,0,0,3,-1,0,3,0
41,0,2,0,0,2,-1,1,1,0
60,0,1,0,0,0,-1,1,1,0
23,0,8,0,0,1,0,4,8,0
40,0,1,0,0,0,-1,1,1,0
30,0,3,0,0,0,-7,5,1,0
20,0,5,0,0,1,-41,1,6,0
20,0,5,0,0,0,-1,13,7,0
48,0,2,0,0,0,-1,3,1,0
24,0,5,0,0,0,-1,2,5,1
30,0,3,0,0,5,-1,1,2,0
25,0,3,0,0,0,-1,2,5,0
38,0,2,0,0,0,0,3,2,0
27,0,2,0,0,1,-1,30,3,0
24,0,7,0,0,1,0,141,9,0
64,0,4,0,0,8,-4,1,2,1
26,0,10,0,0,3,0,0,9,0
48,0,1,0,0,0,-1,33,1,0
21,0,4,0,0,0,-1,1,6,0
37,0,9,0,0,17,-1,87,3,0
45,1,7,0,0,16,-1,78,2,0
31,0,2,0,0,3,-1,2,2,1
28,0,8,0,0,9,-1,37,6,0
29,0,3,0,0,1,-40,15,2,0
39,0,1,0,0,1,-1,1,1,0
33,0,1,0,0,0,-1,1,2,0
48,0,1,0,0,0,0,9,1,0
27,0,3,0,0,3,-1,27,3,0
24,0,5,0,0,0,-1,32,4,0
24,0,3,0,0,0,0,0,3,0
31,0,10,0,2,14,0,1,5,0
32,0,1,0,0,1,-15,3,1,0
62,0,1,0,0,0,0,1,1,0
56,0,3,0,0,2,-1,12,1,0
28,0,1,0,0,6,-1,1,2,0
26,0,6,0,0,6,-1,3,5,1
51,0,1,0,0,0,-1,0,1,0
51,0,3,0,0,1,-1,3,2,0
28,0,10,0,1,7,-1,78,6,0
36,0,2,0,0,1,-1,1,1,0
38,0,1,0,0,0,0,1,1,0
23,0,2,0,0,1,-2,0,4,0
28,0,7,0,0,5,-1,26,5,1
38,0,1,0,0,0,-1,1,1,0
29,0,3,0,0,0,-1,2,5,0
34,0,1,0,0,1,-10,2,1,0
34,0,7,0,0,8,-1,0,3,0
26,0,7,0,0,6,-1,1,6,1
58,0,1,0,0,0,-1,2,1,0
37,0,5,0,0,6,-24,32,3,1
61,0,2,0,0,9,253,96,2,0
44,0,3,0,0,0,-1,3,3,0
26,0,7,0,0,3,1057,0,4,0
46,0,3,0,0,3,-35,147,3,1
36,0,3,0,0,5,-1,4,1,0
23,0,6,0,0,0,-1,1,6,0
53,0,6,0,0,3,-1,6,1,1
33,0,3,0,0,5,1027,2,2,0
35,0,6,0,0,8,-1,9,4,0
39,0,3,0,0,3,-1,1,1,0
21,1,8,0,0,1,-1,1,6,1
26,1,9,0,0,10,-1,30,5,1
21,0,7,3,1,3,-1,32,7,1
37,0,5,0,0,8,-1,1,2,0
29,0,6,0,0,1,-77,1,3,0
59,0,1,0,0,4,-66,66,1,0
56,0,1,0,0,0,-1,1,1,0
30,0,2,0,0,0,-1,0,2,0
27,0,4,0,0,2,-1,9,3,0
29,0,2,0,0,0,-1,2,2,0
24,0,4,0,0,1,216,1,4,0
27,0,10,0,0,6,-1,1,9,0
43,0,9,0,0,15,-1,1492,6,1
53,0,6,0,0,5,-1,2,4,0
26,0,5,1,0,6,-8,15,4,0
24,0,6,0,0,1,-1,1,6,0
30,0,6,0,0,0,0,0,5,0
26,0,9,0,0,4,-1,10,7,0
37,0,5,0,0,4,-1,10,2,0
54,0,1,0,0,4,-1,2,1,0
26,0,8,0,3,10,0,9,7,1
45,0,1,0,0,0,-1,1,1,0
47,0,5,0,0,1,-1,1,3,0
30,0,8,0,0,7,269,1,7,1
50,0,2,0,0,1,693,56,4,0
57,0,1,0,0,3,-52,12,1,0
31,0,1,0,0,2,-1,2,2,0
28,0,4,0,0,2,-1,1,4,0
21,0,6,0,0,0,-1,1,7,0
25,0,9,0,1,4,-1,11,8,1
37,0,7,0,0,7,-1,1,3,0
56,0,1,0,0,0,-1,7,1,0
24,0,3,0,0,0,-1,1,4,0
47,0,2,0,0,5,-1,5,3,0
66,0,3,0,0,2,-1,57,1,0
76,0,1,0,0,0,-2,2,1,0
35,0,4,0,0,1,0,1,4,0
24,0,5,0,0,0,-1,2,5,0
36,0,3,0,0,0,-1,7,4,0
19,0,4,0,0,0,-1,57,7,1
40,0,4,0,0,2,-1,1,1,0
28,0,3,0,0,0,-1,21,2,1
27,0,2,0,0,0,-1,2,3,0
25,0,6,0,0,7,-1,18,4,0
33,0,6,0,0,4,-56,1,5,0
24,0,3,0,0,0,-2,1,3,0
44,0,7,0,0,0,-1,39,4,0
44,0,1,0,0,0,-1,1,1,0
23,0,7,0,0,0,0,1,5,0
27,0,2,0,1,0,0,0,3,0
55,0,1,0,0,0,-1,1,1,0
67,0,1,0,0,0,-1,33,1,1
45,0,6,0,0,6,630,41,4,0
34,0,8,0,0,0,-1,33,3,1
24,0,2,0,0,1,-1,9,3,0
42,0,1,0,0,7,-1,1,1,0
30,0,4,0,0,3,-6,2,5,0
40,0,4,0,0,6,-1,7,2,0
24,0,6,0,0,4,-120,0,4,1
30,0,9,0,0,13,-1,2,5,1
30,0,3,0,0,4,326,6,2,0
27,0,3,0,0,1,-1,31,4,0
37,0,3,0,0,3,-1,81,2,0
25,0,2,0,0,1,0,0,3,0
45,0,1,0,0,2,-1,8,1,0
31,0,5,0,0,1,-3,1,2,0
23,0,5,0,0,0,-1,4,8,0
21,0,4,0,0,0,0,2,8,0
35,0,1,0,0,0,-1,1,1,0
32,0,2,0,0,5,-29,5,2,0
52,0,1,0,0,2,-44,54,1,0
25,0,4,0,0,2,-1,4,4,0
34,0,7,1,0,15,-1,1,6,0
50,0,9,0,0,9,-1,328,7,0
30,0,5,0,0,4,-1,1,2,0
37,0,8,0,0,3,-1,17,5,0
37,0,5,0,0,8,-1,1,5,0
31,0,2,0,0,0,0,4,2,0
22,0,7,0,0,0,-1,19,7,1
30,0,2,0,0,1,-1,1,3,0
20,0,4,0,0,1,-1,1,6,0
29,0,2,0,0,0,0,1,3,0
24,0,3,0,0,0,-1,2,4,0
46,0,1,0,0,1,339,31,1,1
36,0,2,0,0,1,-1,1,1,0
23,0,3,0,0,0,-1,193,4,1
29,0,6,0,0,6,-1,32,5,1
22,0,4,0,0,1,-4,1,5,0
29,0,5,0,0,4,-1,1,6,0
26,0,9,0,0,0,-6,4,7,0
32,0,2,0,0,1,-1,99,2,0
45,0,1,0,0,0,0,11,1,0
30,0,2,0,0,1,-1,84,2,0
25,0,5,0,0,0,-1,1,4,0
24,0,6,0,0,5,0,2,4,0
29,0,1,0,0,0,-1,6,2,1
21,0,5,0,0,1,-1,1,4,0
38,1,9,2,2,22,-34,19,9,1
62,0,2,0,0,5,59,24,2,0
46,0,1,0,0,1,-30,1,1,0
47,0,1,0,0,2,-30,49,1,0
27,0,2,0,0,1,-41,1,3,0
30,0,10,0,0,13,-1,475,7,1
48,0,1,0,0,2,-43,1,1,1
26,0,5,0,0,2,-26,2,5,0
42,0,2,0,0,0,-1,1,1,0
34,0,2,0,0,1,-1,2,2,0
69,0,1,0,0,2,0,0,1,0
24,0,5,0,1,5,-22,1,6,1
45,0,1,0,0,1,-1,1,3,0
28,0,9,0,0,3,264,77,7,0
52,0,1,0,0,2,-1,19,1,0
30,0,1,0,0,0,-1,1,2,0
26,0,3,0,0,0,0,0,3,0
32,0,7,1,0,5,145,37,2,1
47,0,4,0,0,11,-104,56,3,0
32,0,10,0,0,2,-58,94,7,0
30,0,1,0,0,0,0,0,1,0
22,0,6,0,0,0,0,1,7,0
35,0,3,0,0,6,-1,1,3,0
35,0,6,0,0,1,-1,97,5,0
25,0,6,0,0,2,-1,1,4,0
58,0,2,0,0,3,-4,0,1,0
33,0,2,0,0,2,-23,0,2,0
44,0,3,0,0,4,-1,1,4,0
30,0,5,0,0,3,-1,2,3,0
39,0,2,0,0,2,0,7,1,0
28,0,3,0,0,0,-1,1,2,0
34,0,2,0,0,1,-1,1,2,0
26,0,8,0,0,1,-30,8,5,1
23,0,2,0,0,0,-1,2,3,0
31,0,4,0,0,0,-1,1,4,0
38,0,1,0,0,1,-1,1,1,0
44,0,1,0,0,0,-1,1,1,0
52,0,1,0,0,0,0,1,1,0
31,0,8,0,0,9,0,1,6,1
21,0,6,1,0,2,-12,12,7,0
77,0,1,0,0,1,-1,3,1,0
61,0,6,0,0,4,-1,119,5,0
41,0,1,0,0,0,-1,1,1,0
24,0,5,0,0,0,-1,1,4,0
34,0,3,0,0,5,-1,1,3,0
27,0,3,0,0,1,0,1,3,0
30,0,1,0,0,1,-1,1,2,0
59,0,1,0,0,0,-4,2,1,0
55,0,1,0,0,1,-1,38,1,1
22,0,6,1,0,1,294,31,6,0
53,0,2,0,0,5,0,2,1,0
50,0,2,0,0,1,-1,1,2,0
21,0,5,0,1,2,-1,2,5,1
25,0,3,0,0,0,-1,2,3,0
31,0,6,0,0,2,0,117,3,0
26,0,5,0,0,1,-1,15,4,0
25,0,2,0,0,0,-1,1,3,0
32,0,1,0,0,0,0,0,1,0
40,0,3,0,0,5,-1,1,1,0
35,0,3,0,0,0,-2,1,4,0
27,0,3,0,0,2,-1,4,2,0
36,0,1,0,0,1,-1,41,1,0
30,0,2,0,0,2,-22,0,3,0
30,0,4,0,0,0,0,12,3,0
41,0,8,0,0,19,0,1,2,0
21,0,7,0,0,1,-99,65,6,0
29,0,7,0,0,0,-3,0,3,0
25,0,5,0,0,0,-1,0,3,0
50,0,1,0,0,0,-1,3,1,0
35,0,2,0,0,4,-1,9,1,0
43,0,1,0,0,4,-26,0,2,1
61,0,1,0,0,0,-1,1,1,0
22,0,9,0,0,4,0,1,6,1
44,0,9,0,0,12,-1,108,4,0
34,0,2,0,0,1,-21,16,1,0
24,0,6,0,0,0,-1,7,4,0
34,0,6,0,0,1,39,26,2,0
20,0,7,0,1,0,-1,6,8,1
30,0,1,0,0,0,-1,1,2,0
43,0,1,0,0,0,-1,1,1,0
37,0,5,0,0,9,-1,177,3,0
29,0,4,0,0,1,-1,1,3,0
44,0,1,0,0,4,-1,955,1,0
24,0,6,0,0,0,0,0,5,0
36,0,1,0,0,12,-26,13,2,0
39,0,1,0,0,0,-1,9,1,1
32,0,5,0,0,2,-1,1,4,0
30,0,2,0,0,1,-82,1,2,0
38,0,1,0,0,0,0,0,1,0
27,0,6,0,0,8,-23,13,4,0
30,6,9,0,0,8,-1,1,8,1
26,0,4,0,0,1,-2,2,3,0
37,0,4,0,0,3,-1,4,2,0
37,0,6,0,0,9,-52,14,7,0
29,0,1,0,0,1,-1,1,2,0
32,0,5,0,0,3,-1,27,2,0
21,0,9,2,6,8,30,1646,5,1
21,0,3,0,0,1,-1,1,6,0
47,0,4,0,0,13,0,81,3,1
36,0,2,0,0,4,-13,0,1,0
32,0,2,0,0,4,0,26,3,1
43,0,1,0,0,1,-1,1,1,0
27,0,6,0,0,2,-1,132,3,0
62,0,-1,0,0,2,-20,1,1,0
21,0,3,0,0,1,-22,22,5,0
34,0,2,0,0,0,-1,1,1,0
46,0,1,0,0,1,-2,1,1,0
40,2,6,0,0,23,30,32,8,1
38,0,3,0,0,3,0,1,1,0
41,0,9,0,0,7,-1,58,4,0
21,0,4,0,0,1,-11,11,7,0
74,0,1,0,0,0,-1,0,1,0
27,0,3,0,0,0,0,0,3,0
30,0,2,1,0,1,-1,2,2,0
33,0,6,0,0,3,-2,2,2,1
24,0,2,0,0,2,0,0,3,0
52,0,1,0,0,0,-1,1,1,0
29,0,6,0,0,0,-1,0,3,0
30,0,2,0,1,1,0,0,2,0
33,0,5,0,0,0,-1,45,4,0
38,0,1,0,0,1,-1,4,1,0
28,0,8,0,0,5,-1,2,7,0
28,0,8,0,0,3,-1,1622,7,0
52,0,1,0,0,3,0,0,1,0
21,0,8,0,3,1,-25,20,6,0
22,0,5,0,0,1,-1,2,5,0
32,0,3,0,0,3,0,6,2,0
25,0,2,0,0,0,0,22,3,1
27,0,3,0,0,0,-1,1,3,0
35,0,2,0,0,0,0,1,2,0
40,0,3,0,0,2,-1,1,3,0
29,0,3,0,0,0,-1,48,3,0
24,0,9,0,2,2,-1,69,7,1
24,5,10,1,0,10,0,133,9,1
54,0,6,0,0,13,-1,2683,1,0
26,0,3,0,0,5,-1,1,2,0
50,0,2,0,0,1,0,9,3,0
51,0,1,0,0,0,-1,1,1,0
29,0,1,0,0,3,-1,1,2,0
25,0,4,0,0,0,0,1,4,0
46,0,3,0,0,1,-1,11,3,0
33,0,7,0,2,9,-28,102,7,1
31,0,7,1,0,19,-1,0,2,1
21,0,4,0,0,0,-1,4,6,0
23,0,5,0,0,1,-39,1,5,0
35,0,4,0,0,4,-1,19,5,0
26,0,4,0,0,1,-1,1,7,0
27,0,5,0,0,0,0,2,4,0
22,0,6,1,3,2,-1,1,5,0
29,0,4,0,0,0,-1,3,2,1
31,0,9,0,0,0,-1,2,4,0
29,0,3,0,0,0,0,0,3,0
65,0,1,0,0,0,-1,1,1,0
34,0,3,0,0,1,-5,4,1,0
24,0,10,0,2,6,0,0,5,0
46,0,2,0,0,0,0,1,1,0
26,0,2,0,0,3,-41,41,3,0
29,0,3,0,0,7,0,1,2,0
56,0,1,0,0,3,-1,1,1,0
21,0,4,0,0,0,0,1,7,0
40,0,10,0,0,0,0,75,9,1
22,0,9,0,0,2,-1,0,8,1
39,0,1,0,0,0,-1,1,1,0
36,0,2,0,0,1,0,0,1,0
30,0,1,0,0,0,-1,2,2,0
56,0,4,0,0,17,41,23,4,1
36,0,6,0,0,0,-1,2,5,0
32,0,1,0,0,0,-1,2,1,0
23,0,3,0,0,0,-1,1,4,0
52,0,1,0,0,0,-1,1,1,0
38,0,4,0,0,5,-1,6,2,0
46,0,1,0,0,0,0,0,1,0
20,0,3,0,0,2,-17,17,5,1
63,0,1,0,0,0,-1,1,1,0
27,0,4,0,0,1,-1,1,5,1
27,0,5,0,0,0,-1,7,4,0
24,2,9,1,0,10,-251,1,5,0
27,0,1,0,0,0,0,65,2,0
48,0,5,0,0,0,-1,10,3,0
26,0,4,0,0,1,-23,1,5,0
58,0,1,0,0,0,0,0,1,0
51,0,1,0,0,4,-60,60,1,0
41,0,1,0,0,0,-1,6,1,0
21,0,7,0,0,0,-1,1,7,0
26,0,2,0,0,0,-1,1,3,0
39,0,6,0,0,3,-1,15,2,0
46,0,1,0,0,0,-1,1,1,0
56,0,8,0,0,2,-1,290,5,0
33,0,8,1,0,7,-1,116,3,1
20,0,9,1,0,1,-5,105,9,1
32,0,3,0,0,0,-1,1,3,0
64,0,1,0,0,1,-2,1,1,0
26,0,4,0,0,2,-23,1,4,0
30,0,6,0,0,1,40,8,2,0
22,0,8,0,0,2,-1,1,8,0
43,0,1,0,0,0,0,1,1,0
55,0,1,0,0,0,-1,1,1,0
34,0,1,0,0,0,0,77,1,0
20,0,2,0,2,1,-1,2,6,0
29,0,9,4,1,15,227,187,7,1
55,0,8,0,0,7,0,18,10,0
22,0,6,0,0,1,-1,7,8,0
55,0,1,0,0,1,-1,9,1,0
21,0,10,0,3,0,-1,28,9,1
38,1,4,0,0,6,-52,52,3,0
23,0,2,0,0,0,-1,1,4,0
28,0,5,0,0,1,-2,1,2,0
45,0,1,0,0,0,0,1,1,0
39,0,1,0,0,1,-1,14,2,0
79,0,1,0,0,1,-22,1,1,0
48,0,1,0,0,1,-1,1,1,0
31,1,8,0,0,5,-1,7,3,0
56,0,1,0,0,1,-1,4,1,0
43,0,1,0,0,2,-1,2,1,0
20,0,3,0,2,0,-1,1,5,0
41,0,6,0,0,0,-4,16,2,0
24,0,3,0,0,1,-1,1,3,0
33,0,1,0,0,1,-1,1,1,0
22,0,3,0,0,0,-1,9,4,0
34,0,1,0,0,3,-1,1,1,0
36,0,1,0,0,0,0,0,1,0
69,0,5,0,0,0,-1,1,1,0
32,0,5,0,0,5,-1,5,4,1
46,0,5,0,0,0,-1,79,2,0
34,0,5,0,0,1,-14,1,3,0
32,0,1,0,0,0,0,12,1,0
39,0,1,0,0,0,-1,1,1,0
25,0,7,0,1,6,-1,37,7,1
29,0,5,0,0,2,-2,18,4,0
40,0,5,0,0,0,-1,3,2,0
36,0,5,0,0,10,54,7,4,1
50,0,7,0,0,5,-8,1,1,0
37,0,7,0,0,4,-1,18,7,1
34,0,7,0,0,1,0,13,2,0
35,0,2,0,0,0,-1,1,1,0
23,0,7,0,1,10,-1,70,6,0
20,0,4,0,0,0,-2,11,7,0
26,0,5,0,0,2,-1,1,4,0
59,0,1,0,0,2,-15,1,1,1
37,0,2,0,0,2,-12,28,3,0
22,0,8,0,0,1,-1,16,7,0
25,0,5,0,0,5,-1,339,7,0
20,0,4,0,0,1,-1,1,7,1
39,0,6,0,0,8,-75,20,4,0
50,0,1,0,0,2,0,1,1,0
20,1,6,0,0,1,-20,3,8,0
39,0,1,0,0,1,-48,1,1,0
51,0,2,0,0,1,-1,2,1,1
30,0,2,0,0,2,-1,1,2,0
39,0,1,0,0,0,-1,3,1,0
26,0,6,0,0,2,-1,33,4,0
20,0,5,0,0,0,-1,1,6,0
51,0,5,0,0,7,-157,146,2,0
26,0,5,0,0,0,-4,1,4,0
26,0,4,0,0,5,-1,0,3,0
20,0,2,0,2,0,-1,1,6,0
28,0,3,0,0,0,0,162,3,1
21,0,5,0,0,0,-4,1,7,0
25,0,9,0,0,0,-1,448,8,1
30,0,3,0,0,0,-1,2,2,0
21,0,9,2,7,2,-3,1,9,1
35,0,10,0,0,22,0,2,7,1
50,0,2,0,0,2,-1,385,1,1
25,0,9,0,0,5,-1,33,9,0
26,0,9,0,0,0,-1,58,10,0
22,0,4,0,0,0,-1,1,5,0
29,0,3,0,0,0,0,0,3,0
52,0,1,0,0,1,-1,1,1,0
21,0,7,0,0,0,-1,8,7,0
21,0,8,0,0,1,0,0,6,0
24,0,7,0,0,3,0,93,6,0
30,0,2,0,0,0,-1,1,2,0
41,0,9,1,0,9,-1,2,6,0
48,0,2,0,0,6,-26,5,1,0
34,0,1,0,0,1,-1,1,1,0
48,0,8,0,0,17,-1,366,5,0
31,0,7,0,0,1,583,6,2,0
26,0,2,0,0,0,-1,1,3,0
25,0,2,0,0,1,0,0,3,0
56,0,1,0,0,6,-1,1,1,0
23,0,4,0,0,0,0,0,5,0
21,0,4,0,0,0,-1,1,6,0
66,0,1,0,0,0,-1,2,1,0
28,0,7,0,0,7,-1,52,4,0
29,0,1,0,0,0,0,0,1,0
39,0,1,0,0,0,-1,1,1,0
31,0,2,0,0,1,-1,1,2,0
22,0,8,0,0,0,-1,54,6,0
22,0,5,0,0,0,-1,1,5,0
35,0,4,0,2,3,0,1,1,0
56,0,1,0,0,1,-1,1,1,0
34,0,1,0,0,0,-1,1,1,0
43,0,1,0,0,2,-1,1,1,0
38,0,1,0,0,0,-1,1,1,0
39,0,3,0,0,3,-1,1,6,0
26,0,3,0,0,2,0,0,3,0
55,0,1,0,0,0,-1,2,1,0
61,0,7,0,0,25,-1,1,4,0
33,0,1,0,0,0,-1,11,2,0
40,0,7,0,0,4,0,13,7,0
33,0,2,0,0,3,0,0,1,0
26,0,6,0,0,0,-1,1,4,1
28,0,2,0,0,0,-1,1,3,0
45,0,1,0,0,0,-1,1,1,0
57,0,2,0,0,4,-1,258,1,0
26,0,7,0,0,3,-1,242,9,1
35,0,8,0,0,1,-1,1,4,0
54,0,1,0,0,0,0,2,1,0
29,0,5,0,0,0,-1,3,4,0
40,0,2,0,0,0,-1,1,1,0
25,0,2,0,1,0,-1,1,2,0
44,0,6,0,0,3,-1,153,5,0
48,0,1,0,0,1,-31,0,1,0
59,0,1,0,0,1,-302,60,1,0
29,0,2,0,0,0,-1,8,2,0
56,0,1,0,0,0,-4,0,1,0
27,0,3,0,0,0,-1,1,3,0
29,0,7,0,0,0,-1,1,3,0
34,0,4,0,0,4,-1,1,2,0
22,0,7,0,0,0,0,0,6,0
31,0,1,0,0,0,-1,3,1,0
47,0,2,0,0,3,-1,2,1,0
20,0,4,0,0,1,-49,37,6,0
39,0,9,0,0,4,-1,119,5,0
30,0,2,0,0,2,-1,7,2,0
61,0,8,0,0,2,0,1,10,0
37,0,4,0,0,3,0,0,3,0
38,0,1,0,0,1,-1,26,1,1
30,0,9,0,0,0,-1,1,7,0
47,0,1,0,0,0,-1,2,1,0
56,0,1,0,0,5,-238,238,1,0
58,0,5,0,0,1,-345,1,3,0
28,0,6,0,0,12,-69,38,5,1
59,0,1,0,0,1,-1,63,1,0
23,0,9,1,0,4,-1,3,9,1
41,0,1,0,0,0,-1,1,1,0
22,0,7,0,0,0,-1,9,7,0
26,0,4,0,0,5,-1,1,5,0
44,0,5,0,0,1,0,2,2,0
34,0,1,0,0,0,-1,1,1,1
29,0,9,0,0,8,-1,0,4,0
31,0,6,0,0,0,-5,4,4,0
21,0,6,0,0,2,-10,1,5,0
34,0,5,0,0,4,-1,1,6,0
54,0,6,0,0,21,-1,1,1,0
20,0,10,4,0,4,-1,1,10,0
31,0,3,0,0,1,-1,36,3,1
22,0,4,0,0,0,0,9,5,0
36,0,4,0,0,6,-1,1,1,0
50,0,8,0,0,15,-1,1,4,0
49,0,1,0,0,0,-1,1,1,0
31,0,4,0,0,1,-1,1,2,0
21,1,9,0,1,2,-1,36,9,0
29,0,2,0,0,0,-1,1,3,0
61,0,1,0,0,0,-1,1,1,0
25,0,9,0,0,2,16,1,7,1
26,0,2,0,0,1,-31,1,2,0
38,0,4,0,0,5,-1,1,1,0
35,0,1,0,0,2,-1,1,2,0
50,0,5,0,0,10,-48,4,2,0
29,0,2,0,0,1,-18,3,3,0
46,0,1,0,0,0,0,0,1,0
53,0,5,0,0,1,-1,2,5,0
27,0,5,0,0,1,-1,26,5,1
29,0,8,0,0,4,-2,1,7,0
24,0,2,0,0,1,-1,1,3,0
40,0,7,0,0,20,-1,102,4,0
36,0,1,0,0,1,-1,1,2,0
57,0,1,0,0,7,-1,152,1,0
26,0,5,0,0,1,-1,1,4,0
26,0,3,0,1,2,-7,7,3,0
48,0,1,0,0,0,-1,1,1,0
52,0,2,0,0,7,-1,1,2,0
43,0,1,0,0,0,-1,1,1,0
24,0,5,0,0,3,0,58,4,0
23,0,9,1,0,2,-1,23,7,0
56,0,7,0,0,28,-69,21,4,0
21,0,5,0,0,0,0,0,6,0
25,0,5,0,0,0,0,13,3,0
46,0,5,0,0,0,-1,1,3,0
24,0,7,0,0,0,0,7,4,0
24,0,3,0,0,0,0,0,4,0
40,0,3,0,0,0,0,0,3,0
36,0,2,0,0,1,0,0,1,0
24,0,2,0,0,0,0,1,3,0
55,0,1,0,0,2,-1,1,1,0
38,0,7,0,0,14,-1,9,3,0
31,0,1,0,0,1,-1,1,2,0
30,0,2,0,0,3,-1,1,2,0
52,0,1,0,0,1,714,40,1,0
37,0,8,0,0,16,-1,136,3,1
41,0,2,0,0,1,0,29,1,0
20,0,5,0,0,0,-1,1,7,1
22,0,5,0,0,1,0,9,5,0
38,0,6,0,0,7,-1,198,8,0
31,0,5,0,0,0,-1,8,2,0
28,0,7,0,0,0,0,31,4,0
21,0,7,1,0,2,-1,1,8,1
39,0,8,0,0,1,-1,1,4,0
32,0,2,1,0,2,293,70,2,0
45,0,1,0,0,0,0,1,1,0
36,0,5,0,2,7,-32,7,5,0
27,0,7,0,0,9,-1,40,6,1
30,0,1,0,0,0,0,0,2,0
61,0,6,0,0,8,-35,35,3,0
43,0,1,0,0,2,0,1,1,0
26,0,4,0,0,1,-1,1,3,0
32,0,2,3,0,7,-1,6,2,0
57,0,1,0,0,2,-1,1,1,0
40,0,1,0,0,0,0,0,1,0
29,0,10,0,0,1,-1,0,10,0
21,0,8,0,0,1,132,0,9,0
36,0,2,0,0,2,-4,0,2,0
59,0,4,0,0,17,-189,93,4,0
35,0,8,0,0,6,0,1,5,1
49,0,2,0,0,0,-1,1,1,0
21,0,5,1,0,2,-1,8,5,1
23,0,10,0,0,1,87,177,9,0
33,0,2,0,0,0,-1,1,1,0
20,1,3,0,0,1,39,38,6,1
28,0,10,0,0,1,-39,14,10,0
55,0,4,0,0,5,-1,301,3,0
26,0,4,0,0,0,-1,1,4,0
52,0,1,0,0,6,-13,56,1,0
52,0,8,0,0,16,-1,1,5,1
60,0,2,0,0,2,-1,11,1,0
44,0,2,0,0,0,-1,2,1,0
30,0,2,0,0,1,-18,17,2,0
25,0,4,0,0,2,-1,1,4,0
39,0,4,0,0,3,-39,5,2,0
22,0,6,0,0,1,-12,31,4,0
28,0,3,0,0,0,-1,6,4,0
30,0,1,0,0,0,0,0,2,0
39,0,5,0,0,9,0,0,1,0
46,0,1,0,0,1,-1,1,1,0
47,0,2,0,0,3,-1,4,1,0
26,0,7,0,0,5,-1,34,6,0
33,0,4,0,0,3,-130,130,4,0
23,0,3,0,0,0,-1,25,4,0
54,0,2,0,0,0,-1,2,1,0
50,0,6,0,0,2,0,31,5,0
25,0,3,0,0,1,-1,1,5,0
46,0,1,0,0,0,0,0,1,0
22,0,4,0,0,0,-1,1,5,0
38,1,4,0,0,10,0,1737,1,1
18,5,5,0,2,4,7,24,9,1
23,0,6,0,0,0,-1,12,5,0
32,0,5,0,1,8,-8,7,2,1
27,0,5,0,0,6,841,119,5,0
25,0,6,0,0,2,0,0,7,0
53,0,2,0,0,0,-1,11,1,0
39,0,3,0,0,0,-3,1,4,0
37,0,4,0,0,2,-1,1,3,1
24,0,9,0,0,7,-1,1,7,0
33,0,1,0,0,0,-1,1,1,0
24,0,4,0,4,1,-24,1,4,0
46,0,1,0,0,1,-4,1,1,0
32,0,7,0,0,7,-1,1,3,0
24,0,3,0,0,2,-25,9,4,0
38,0,1,0,0,0,-1,3,1,0
57,0,1,0,0,2,-28,9,1,0
43,0,1,0,0,0,-1,2,1,0
22,0,6,0,0,0,0,0,6,0
28,0,9,0,0,9,-12,36,9,1
51,0,4,0,0,3,-1,0,3,0
41,0,1,0,0,3,-1,1,1,0
24,0,7,0,0,1,-1,1,5,0
27,1,10,2,1,6,-1,8,10,0
25,0,4,0,0,0,-1,15,4,0
56,0,3,0,0,3,0,0,2,0
29,0,4,0,0,1,-1,2,3,0
21,0,8,0,0,0,-1,0,9,0
28,0,2,0,0,0,-1,1,2,0
35,0,1,0,0,2,0,7,1,0
23,0,2,0,0,0,-1,1,5,0
48,0,8,0,0,4,0,3,4,0
37,0,9,0,0,2,0,233,7,0
33,0,1,0,0,0,-1,6,1,0
23,0,7,0,1,5,-1,2,4,1
24,0,4,0,0,0,0,1,3,0
44,0,7,0,0,2,-1,5,4,0
26,0,4,0,0,4,624,15,6,0
26,0,2,0,0,0,-1,1,2,0
29,0,6,0,0,2,-1,14,5,0
26,0,2,0,1,0,-1,1,2,0
30,0,1,0,0,1,-1,1,1,0
42,0,2,0,0,1,-2,1,2,0
28,0,3,0,0,0,-1,1,3,1
20,0,3,0,0,0,-1,53,6,0
24,0,7,2,0,7,-1,1,4,0
21,0,9,0,0,1,-1,32,9,0
27,0,5,0,0,8,-1,26,6,1
42,0,1,0,0,0,0,6,1,0
43,0,1,0,0,1,-131,1,1,0
55,0,1,0,0,0,-3,1,1,0
23,0,4,0,0,0,0,1,6,0
64,0,1,0,0,0,-1,4,1,0
48,0,1,0,0,0,-1,2,1,0
30,0,2,0,0,0,-1,1,3,0
